filepath,category,source
"C:\Users\ajayp\Downloads\Lec 25 - M4- Minimum Spanning Tree Prims  Kruskal’s, (1).pptx",Code / Terminal,zero-shot(0.1911)
C:\Users\ajayp\Downloads\WINSEM2025-26_VL_BAMAT205_00100_TH_2026-03-13_Module-4 (1).pdf,Other,zero-shot(0.1914)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\12- Building Web Applications with Django\6- Migrations.mp4,Other,zero-shot(0.1917)
C:\Users\ajayp\Downloads\ChromeSetup.exe,UI / Design,zero-shot(0.1919)
C:\Users\ajayp\Downloads\506370773_17889939792291569_4912634365500069314_n.jpg,Other,zero-shot(0.192)
C:\Users\ajayp\Downloads\dark_web_cybersecurity_seminar.pdf,Code / Terminal,zero-shot(0.192)
C:\Users\ajayp\Downloads\25BCE2065_VL2025260504667_AST03 (1).pdf,Code / Terminal,zero-shot(0.1921)
C:\Users\ajayp\Downloads\25BCE2065_VL2025260504667_AST03 (2).pdf,Code / Terminal,zero-shot(0.1921)
C:\Users\ajayp\Downloads\25BCE2065_VL2025260504667_AST03.pdf,Code / Terminal,zero-shot(0.1921)
C:\Users\ajayp\Downloads\Lec 5 - M2- Array Based Implementation of ADT List.pptx,Code / Terminal,zero-shot(0.1921)
C:\Users\ajayp\Downloads\Hermes-Setup.exe,UI / Design,zero-shot(0.1922)
C:\Users\ajayp\Downloads\image.png,Document / Article,zero-shot(0.1922)
C:\Users\ajayp\Downloads\Gemini_Generated_Image_iyii5oiyii5oiyii.png,Document / Article,zero-shot(0.1923)
C:\Users\ajayp\Downloads\Module 1.pptx,Other,zero-shot(0.1924)
C:\Users\ajayp\Downloads\WhatsApp Image 2025-08-30 at 15.49.21_b19fca1a.jpg,Chart / Data,zero-shot(0.1924)
C:\Users\ajayp\Downloads\cards-jwasham.db,Other,zero-shot(0.193)
C:\Users\ajayp\Downloads\10- Private Members.mp4,Other,zero-shot(0.1932)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\7- Classes\10- Private Members.mp4,Other,zero-shot(0.1932)
C:\Users\ajayp\Downloads\1-.webp,Chart / Data,zero-shot(0.1933)
C:\Users\ajayp\Downloads\Gemini_Generated_Image_mqbgy1mqbgy1mqbg.png,Document / Article,zero-shot(0.1938)
C:\Users\ajayp\Downloads\Expense Tracker\.git\hooks\prepare-commit-msg.sample,Code / Terminal,zero-shot(0.1943)
C:\Users\ajayp\Downloads\IMG_20260110_193221.jpg,Document / Article,zero-shot(0.1944)
C:\Users\ajayp\Downloads\504458397_17889939891291569_4717418635984946107_n.jpg,Other,zero-shot(0.1945)
C:\Users\ajayp\Downloads\VIT Vellore - VTOP.html,Other,zero-shot(0.1946)
C:\Users\ajayp\Downloads\2- Your First Django Project.mp4,Code / Terminal,zero-shot(0.1947)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\12- Building Web Applications with Django\2- Your First Django Project.mp4,Code / Terminal,zero-shot(0.1947)
C:\Users\ajayp\Downloads\IMG_20260110_213539.jpg,Document / Article,zero-shot(0.1949)
C:\Users\ajayp\Downloads\WINSEM2025-26_VL_BAMAT205_00100_TH_2026-03-13_Module-4 (2).pdf,Other,zero-shot(0.1951)
C:\Users\ajayp\Downloads\octave-10.2.0-w64-installer.exe,Code / Terminal,zero-shot(0.1952)
C:\Users\ajayp\Downloads\Lab-SQL.pptx,Code / Terminal,zero-shot(0.1955)
C:\Users\ajayp\Downloads\Screenshot 2026-03-07 095901.pdf,Other,zero-shot(0.1959)
C:\Users\ajayp\Downloads\WINSEM2025-26_VL_BAMAT205_00100_TH_2026-04-13_Module-4-and-5 (1).pdf,Other,zero-shot(0.1959)
C:\Users\ajayp\Downloads\WINSEM2025-26_VL_BACSE105_00100_ETH_2026-03-05_Graphs-.pdf,Chart / Data,zero-shot(0.1961)
C:\Users\ajayp\Downloads\WhatsApp Image 2026-02-02 at 11.19.02 AM.jpeg,Document / Article,zero-shot(0.1963)
C:\Users\ajayp\Downloads\Expense Tracker\.git\hooks\pre-push.sample,Other,zero-shot(0.1963)
C:\Users\ajayp\Downloads\Screenshot 2026-03-07 160230.pdf,Other,zero-shot(0.1965)
"C:\Users\ajayp\Downloads\Lec 25 - M4- Minimum Spanning Tree Prims  Kruskal’s,.pptx",Code / Terminal,zero-shot(0.1968)
C:\Users\ajayp\Downloads\Lec 26 - M4- Shortest Path  Dijkstra’s (1).pptx,Code / Terminal,zero-shot(0.1972)
C:\Users\ajayp\Downloads\Screenshot 2026-02-27 133047.pdf,Other,zero-shot(0.1978)
C:\Users\ajayp\Downloads\WINSEM2025-26_VL_BAMAT205_00100_TH_2026-03-13_Module-4 (3).pdf,Other,zero-shot(0.1978)
C:\Users\ajayp\Downloads\Mathematics for 3D Game Programming and Computer Graphics - Eric Lengyel.pdf,Code / Terminal,zero-shot(0.198)
C:\Users\ajayp\Downloads\10- Pydoc.mp4,Other,zero-shot(0.1981)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\10- Python Package Index\10- Pydoc.mp4,Other,zero-shot(0.1981)
C:\Users\ajayp\Downloads\WINSEM2025-26_VL_BAMAT205_00100_TH_2026-03-09_M4-Vector-space.pdf,Other,zero-shot(0.1983)
C:\Users\ajayp\Downloads\C Code for Memory Allocation Strategies.pdf,Code / Terminal,zero-shot(0.1987)
C:\Users\ajayp\Downloads\WhatsApp Image 2025-08-30 at 15.49.20_390400db.jpg,Chart / Data,zero-shot(0.1987)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\0. Websites you may like\3. FTUApps.com Download Cracked Developers Applications For Free.url,UI / Design,zero-shot(0.1989)
C:\Users\ajayp\Downloads\FALLSEM2025-26_VL_BAEEE101_00100_ETH_2025-09-25_BJT-and-MOSFET.pptx,Other,zero-shot(0.1993)
C:\Users\ajayp\Downloads\InShot_20260414_211550168.mp4,Other,zero-shot(0.1993)
C:\Users\ajayp\Downloads\BCSE303L-CAT-1-D2-2023-2024.pdf,Code / Terminal,zero-shot(0.1995)
C:\Users\ajayp\Downloads\Linked List Implementation  (1).ppt,Code / Terminal,zero-shot(0.1995)
C:\Users\ajayp\Downloads\WhatsApp Image 2025-09-14 at 10.03.02_9730dac0.jpg,Chart / Data,zero-shot(0.1996)
C:\Users\ajayp\Downloads\Gemini_Generated_Image_pqerjmpqerjmpqer.png,Photo,zero-shot(0.2)
C:\Users\ajayp\Downloads\12- NumPy.mp4,Code / Terminal,zero-shot(0.2002)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\11- Popular Python Packages\12- NumPy.mp4,Code / Terminal,zero-shot(0.2002)
C:\Users\ajayp\Downloads\Lec 5 List (1).pptx,Document / Article,zero-shot(0.2004)
C:\Users\ajayp\Downloads\NoteGPT_FLOWCARD_Module 2.pdf (1).pdf,Document / Article,zero-shot(0.201)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\2- Primitive Types\3- Strings.mp4,Other,zero-shot(0.201)
C:\Users\ajayp\Downloads\517985323_17889939876291569_3756432118917458910_n.jpg,Other,zero-shot(0.2011)
C:\Users\ajayp\Downloads\NoteGPT_FLOWCARD_Module-4.pdf.pdf,Document / Article,zero-shot(0.2013)
C:\Users\ajayp\Downloads\WINSEM2025-26_VL_BAMAT205_00100_TH_2026-04-11_Inner-Product-Space.pdf,Other,zero-shot(0.2014)
C:\Users\ajayp\Downloads\Executive Summary.docx,Document / Article,zero-shot(0.2015)
C:\Users\ajayp\Downloads\WhatsApp Image 2025-09-14 at 10.03.06_9a4bd74b.jpg,Chart / Data,zero-shot(0.2015)
C:\Users\ajayp\Downloads\WhatsApp Image 2025-10-15 at 15.42.54_150b13a3.jpg,Code / Terminal,zero-shot(0.2015)
C:\Users\ajayp\Downloads\Screenshot 2026-01-06 213755.pdf,Other,zero-shot(0.2016)
C:\Users\ajayp\Downloads\20- Dictionary Comprehensions (1).mp4,Document / Article,zero-shot(0.2021)
C:\Users\ajayp\Downloads\wallapaper\pexels-stefanstefancik-919606.jpg,Photo,zero-shot(0.2024)
C:\Users\ajayp\Downloads\NoteGPT_FLOWCARD_Module 2.pdf (2).pdf,Document / Article,zero-shot(0.2026)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\13- Machine Learning with Python\4- Importing a Data Set.mp4,Chart / Data,zero-shot(0.2026)
C:\Users\ajayp\Downloads\8- Scope.mp4,Other,zero-shot(0.2031)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\4- Functions\8- Scope.mp4,Other,zero-shot(0.2031)
C:\Users\ajayp\Downloads\Doc2.pdf,Document / Article,zero-shot(0.2034)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\12- Building Web Applications with Django\12- Adding Bootstrap.mp4,Code / Terminal,zero-shot(0.2034)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\1- Getting Started\3- Python Interpreter.mp4,Code / Terminal,zero-shot(0.2036)
C:\Users\ajayp\Downloads\IMG-20260112-WA0104.jpg,Other,zero-shot(0.2037)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\3- Control Flow\12- While Loops.mp4,Other,zero-shot(0.2037)
C:\Users\ajayp\Downloads\!DOCTYPE html.txt,Document / Article,zero-shot(0.2038)
C:\Users\ajayp\Downloads\Lec 13 - M2- AVL.pptx,Other,zero-shot(0.2039)
C:\Users\ajayp\Downloads\1779XXXXXX7740_09012026202106_unlocked.pdf,ID / Sensitive,zero-shot(0.204)
C:\Users\ajayp\Downloads\Lec 26 - M4- Shortest Path  Dijkstra’s.pptx,Code / Terminal,zero-shot(0.204)
C:\Users\ajayp\Downloads\Assessment 5 (1).pdf,Code / Terminal,zero-shot(0.2042)
C:\Users\ajayp\Downloads\AMMECResearchGate (1).pdf,Document / Article,zero-shot(0.2044)
C:\Users\ajayp\Downloads\25BCE2065_VL2025260504667_AST04.pdf,Code / Terminal,zero-shot(0.2045)
C:\Users\ajayp\Downloads\AMMECResearchGate.pdf,Document / Article,zero-shot(0.2046)
C:\Users\ajayp\Downloads\NoteGPT_FLOWCARD_Module 3.pdf.pdf,Document / Article,zero-shot(0.2046)
C:\Users\ajayp\Downloads\wallapaper\LAPTOP_WALLPAPER_4.png,Other,zero-shot(0.2046)
C:\Users\ajayp\Downloads\5- Hiding API Keys.mp4,Code / Terminal,zero-shot(0.2049)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\11- Popular Python Packages\5- Hiding API Keys.mp4,Code / Terminal,zero-shot(0.2049)
C:\Users\ajayp\Downloads\WhatsApp Image 2025-08-30 at 14.55.36_d07866e2.jpg,Chart / Data,zero-shot(0.2052)
C:\Users\ajayp\Downloads\Fundamentals of Database Systems Text Book (1).pdf,Code / Terminal,zero-shot(0.2053)
C:\Users\ajayp\Downloads\Fundamentals of Database Systems Text Book.pdf,Code / Terminal,zero-shot(0.2053)
C:\Users\ajayp\Downloads\Linked List Implementation .ppt,Code / Terminal,zero-shot(0.2053)
C:\Users\ajayp\Downloads\Expense Tracker\.git\hooks\sendemail-validate.sample,Chat / Messages,zero-shot(0.2054)
C:\Users\ajayp\Downloads\520429170_17889939762291569_7206599340169207406_n.jpg,Other,zero-shot(0.2055)
C:\Users\ajayp\Downloads\TLauncher-Installer-1.9.5.1.exe,Code / Terminal,zero-shot(0.2056)
C:\Users\ajayp\Downloads\WhatsApp Installer (1).exe,Chat / Messages,zero-shot(0.2056)
C:\Users\ajayp\Downloads\2- Arguments.mp4,Other,zero-shot(0.2058)
C:\Users\ajayp\Downloads\Cadence_SPB_16_6.iso,Other,zero-shot(0.2058)
C:\Users\ajayp\Downloads\Vellore_Institute_of_Technology_seal_2017.svg.png,Other,zero-shot(0.2058)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\4- Functions\2- Arguments.mp4,Other,zero-shot(0.2058)
C:\Users\ajayp\Downloads\11- Properties.mp4,Other,zero-shot(0.2061)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\7- Classes\11- Properties.mp4,Other,zero-shot(0.2061)
C:\Users\ajayp\Downloads\NoteGPT_FLOWCARD_Module 2.pdf.pdf,Document / Article,zero-shot(0.2064)
C:\Users\ajayp\Downloads\WhatsApp Image 2025-11-22 at 16.44.30_36ca087a.jpg,Document / Article,zero-shot(0.2065)
C:\Users\ajayp\Downloads\give for these too.pdf,Code / Terminal,zero-shot(0.2066)
C:\Users\ajayp\Downloads\Expense Tracker\.git\hooks\pre-applypatch.sample,Other,zero-shot(0.2067)
C:\Users\ajayp\Downloads\timeComplexities.py,Other,zero-shot(0.2068)
C:\Users\ajayp\Downloads\WhatsApp Image 2025-10-15 at 15.42.51_5edf541a.jpg,Code / Terminal,zero-shot(0.2069)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\1- Getting Started\6- Python Extension.mp4,Code / Terminal,zero-shot(0.2072)
C:\Users\ajayp\Downloads\3- Constructors.mp4,Other,zero-shot(0.2084)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\7- Classes\3- Constructors.mp4,Other,zero-shot(0.2084)
C:\Users\ajayp\Downloads\wallapaper\12760-1920x1279-desktop-hd-peaky-blinders-wallpaper-photo.jpg,Other,zero-shot(0.2085)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\12- Building Web Applications with Django\11- Templates.mp4,UI / Design,zero-shot(0.2087)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\2- Primitive Types\7- Numbers.mp4,Chart / Data,zero-shot(0.2091)
C:\Users\ajayp\Downloads\25BCE2065_VL2025260504254_AST04 (1).pdf,Code / Terminal,zero-shot(0.2093)
C:\Users\ajayp\Downloads\520515517_17889939909291569_717830191958627170_n.jpg,Other,zero-shot(0.2093)
C:\Users\ajayp\Downloads\assoops.pdf,Code / Terminal,zero-shot(0.2093)
C:\Users\ajayp\Downloads\WhatsApp Image 2025-11-22 at 16.44.02_012e7f71.jpg,Document / Article,zero-shot(0.2094)
C:\Users\ajayp\Downloads\519441809_17889939846291569_6139989081808537065_n.jpg,Other,zero-shot(0.21)
C:\Users\ajayp\Downloads\BCSE303L-CAT-1-C2-2025-2026.pdf,Code / Terminal,zero-shot(0.21)
C:\Users\ajayp\Downloads\WINSEM2025-26_VL_BACSE106_00100_ETH_2026-03-22_Examples.pdf,Code / Terminal,zero-shot(0.21)
C:\Users\ajayp\Downloads\phph6oeCT.png,Other,zero-shot(0.2104)
C:\Users\ajayp\Downloads\Here are the detailed notes from the provided document.pdf,Document / Article,zero-shot(0.2106)
C:\Users\ajayp\Downloads\IMG-20250914-WA0036.jpg,Other,zero-shot(0.2106)
C:\Users\ajayp\Downloads\WhatsApp Installer.exe,Chat / Messages,zero-shot(0.2108)
C:\Users\ajayp\Downloads\WINSEM2025-26_VL_BACSE105_00100_ETH_2026-01-28_Module-2 (1).pdf,Code / Terminal,zero-shot(0.2109)
C:\Users\ajayp\Downloads\WINSEM2025-26_VL_BACSE105_00100_ETH_2026-01-28_Module-2.pdf,Code / Terminal,zero-shot(0.2109)
C:\Users\ajayp\Downloads\Screenshot 2026-03-07 155150 (1).pdf,Other,zero-shot(0.2111)
C:\Users\ajayp\Downloads\wallapaper\hannah-montez-05KFkDsxDjk-unsplash.jpg,Other,zero-shot(0.2112)
C:\Users\ajayp\Downloads\vit-lms-extension\vit-lms-extension\manifest.json,Code / Terminal,zero-shot(0.2117)
C:\Users\ajayp\Downloads\wallapaper\itachi-uchiha-moon-3840x2160-25777.jpg,Other,zero-shot(0.2118)
C:\Users\ajayp\Downloads\index_4.html,Other,zero-shot(0.212)
C:\Users\ajayp\Downloads\Lec 2 - M1- Introduction to Algorithm Analysis - Asymtotic Notation (1).pptx,Code / Terminal,zero-shot(0.2125)
C:\Users\ajayp\Downloads\IMG-20250909-WA0003[1].jpg,Chart / Data,zero-shot(0.2126)
C:\Users\ajayp\Downloads\Embedded_Systems_Module1_Flashcards.csv,Code / Terminal,zero-shot(0.2127)
C:\Users\ajayp\Downloads\wallapaper\miyamoto-musashi-3840x2160-15204.jpg,Photo,zero-shot(0.2127)
C:\Users\ajayp\Downloads\25BCE2065_VL2025260107746_AST05.pdf,Code / Terminal,zero-shot(0.2128)
C:\Users\ajayp\Downloads\ASSESMENT5.pdf,Code / Terminal,zero-shot(0.2128)
C:\Users\ajayp\Downloads\4- Packages.mp4,Other,zero-shot(0.2129)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\8- Modules\4- Packages.mp4,Other,zero-shot(0.2129)
C:\Users\ajayp\Downloads\index (1).html,Other,zero-shot(0.213)
C:\Users\ajayp\Downloads\Lec 2 - M1- Introduction to Algorithm Analysis - Asymtotic Notation.pptx,Code / Terminal,zero-shot(0.2131)
C:\Users\ajayp\Downloads\1- Exceptions.mp4,Other,zero-shot(0.2135)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\6- Exceptions\1- Exceptions.mp4,Other,zero-shot(0.2135)
C:\Users\ajayp\Downloads\database system.html,Chart / Data,zero-shot(0.2136)
C:\Users\ajayp\Downloads\Tree(Travesal Binay Tree Binary Search Tree).pdf,Code / Terminal,zero-shot(0.2136)
C:\Users\ajayp\Downloads\prob.html,Other,zero-shot(0.2138)
C:\Users\ajayp\Downloads\505788603_17889939783291569_3561812959331288301_n.jpg,Other,zero-shot(0.214)
C:\Users\ajayp\Downloads\How+to+measure+the+codes+using+Big+O_.pdf,Code / Terminal,zero-shot(0.2141)
C:\Users\ajayp\Downloads\WhatsApp Video 2026-03-24 at 9.52.54 PM.mp4,Social Media,zero-shot(0.2142)
C:\Users\ajayp\Downloads\CPP_Study_Notes (1).docx,Code / Terminal,zero-shot(0.2143)
C:\Users\ajayp\Downloads\CPP_Study_Notes.docx,Code / Terminal,zero-shot(0.2143)
C:\Users\ajayp\Downloads\WhatsApp Image 2026-03-24 at 9.52.55 PM.jpeg,Photo,zero-shot(0.2143)
C:\Users\ajayp\Downloads\index_3.html,Other,zero-shot(0.2144)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\1- Getting Started\10- Python Implementations.mp4,Code / Terminal,zero-shot(0.2146)
C:\Users\ajayp\Downloads\FALLSEM2025-26_VL_BAEEE101_00100_ETH_2025-09-27_Concepts-of-Power-Electronics-and-Industrial-Applications-of-Electrical-Drives- (1).pdf,Document / Article,zero-shot(0.2147)
C:\Users\ajayp\Downloads\FALLSEM2025-26_VL_BAEEE101_00100_ETH_2025-09-27_Concepts-of-Power-Electronics-and-Industrial-Applications-of-Electrical-Drives-.pdf,Document / Article,zero-shot(0.2147)
C:\Users\ajayp\Downloads\Codex Installer.exe,Code / Terminal,zero-shot(0.2149)
C:\Users\ajayp\Downloads\WINSEM2025-26_VL_BACSE104_00100_ETH_2025-12-11_Module-1.pdf,Code / Terminal,zero-shot(0.2151)
C:\Users\ajayp\Downloads\25BCE2065_VL2025260106281_AST05.pdf,Code / Terminal,zero-shot(0.216)
C:\Users\ajayp\Downloads\Assessment 5.pdf,Code / Terminal,zero-shot(0.216)
C:\Users\ajayp\Downloads\Screenshot 2026-03-07 095901 (1).pdf,Other,zero-shot(0.2163)
C:\Users\ajayp\Downloads\exp-10 OS.pdf,Code / Terminal,zero-shot(0.2168)
C:\Users\ajayp\Downloads\WhatsApp Image 2025-08-30 at 15.31.34_f4dcfbd0.jpg,Chart / Data,zero-shot(0.2168)
C:\Users\ajayp\Downloads\gemini-code-1779182145671.txt,Code / Terminal,zero-shot(0.218)
C:\Users\ajayp\Downloads\13- Stacks.mp4,Other,zero-shot(0.2185)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\5- Data Structures\13- Stacks.mp4,Other,zero-shot(0.2185)
C:\Users\ajayp\Downloads\3- Your First App.mp4,UI / Design,zero-shot(0.2188)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\12- Building Web Applications with Django\3- Your First App.mp4,UI / Design,zero-shot(0.2188)
C:\Users\ajayp\Downloads\15- Templates.mp4,UI / Design,zero-shot(0.2193)
C:\Users\ajayp\Downloads\WINSEM2025-26_VL_BAMAT205_00100_TH_2026-04-13_Module-4-and-5.pdf,Other,zero-shot(0.2193)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\9- Python Standard Library\15- Templates.mp4,UI / Design,zero-shot(0.2193)
"C:\Users\ajayp\Downloads\5(1.1),+1-23.pdf",Document / Article,zero-shot(0.2199)
C:\Users\ajayp\Downloads\BMAT205L-CAT-2-A2-2023-2024.pdf,Other,zero-shot(0.2199)
C:\Users\ajayp\Downloads\WINSEM2025-26_VL_BAMAT205_00100_TH_2026-03-13_Module-4.pdf,Other,zero-shot(0.22)
C:\Users\ajayp\Downloads\9- Working with PDFs.mp4,Document / Article,zero-shot(0.221)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\11- Popular Python Packages\9- Working with PDFs.mp4,Document / Article,zero-shot(0.221)
C:\Users\ajayp\Downloads\6- Pipfile.mp4,Other,zero-shot(0.2212)
C:\Users\ajayp\Downloads\downloadCourseMaterialFacultyPdf (2).pptx,Document / Article,zero-shot(0.2212)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\10- Python Package Index\6- Pipfile.mp4,Other,zero-shot(0.2212)
C:\Users\ajayp\Downloads\downloadCourseMaterialFacultyPdf (1).pptx,Document / Article,zero-shot(0.2215)
C:\Users\ajayp\Downloads\WhatsApp Video 2026-02-11 at 11.58.14 PM.mp4,Social Media,zero-shot(0.2218)
C:\Users\ajayp\Downloads\8- Executing Modules as Scripts.mp4,Code / Terminal,zero-shot(0.222)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\8- Modules\8- Executing Modules as Scripts.mp4,Code / Terminal,zero-shot(0.222)
C:\Users\ajayp\Downloads\1- Python Standard Library.mp4,Code / Terminal,zero-shot(0.2222)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\9- Python Standard Library\1- Python Standard Library.mp4,Code / Terminal,zero-shot(0.2222)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\12- Building Web Applications with Django\13- Customizing the Layout.mp4,UI / Design,zero-shot(0.2223)
"C:\Users\ajayp\Downloads\ChatGPT Image Apr 19, 2026, 10_24_59 PM.png",Photo,zero-shot(0.2233)
C:\Users\ajayp\Downloads\images.jpg,Photo,zero-shot(0.2233)
C:\Users\ajayp\Downloads\Online Application Receipt (1).pdf,Receipt / Invoice,zero-shot(0.2237)
C:\Users\ajayp\Downloads\5- The With Statement.mp4,Other,zero-shot(0.2242)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\6- Exceptions\5- The With Statement.mp4,Other,zero-shot(0.2242)
C:\Users\ajayp\Downloads\Pointer based Implementation of List Stack and Que.pdf,Code / Terminal,zero-shot(0.2251)
C:\Users\ajayp\Downloads\helpproj.docx,Code / Terminal,zero-shot(0.2252)
C:\Users\ajayp\Downloads\IMG_20251027_163642.jpg,Photo,zero-shot(0.2252)
C:\Users\ajayp\Downloads\11- Command Query Separation Principle (2).mp4,Code / Terminal,zero-shot(0.2256)
C:\Users\ajayp\Downloads\downloadCourseMaterialFacultyPdf.pptx,Document / Article,zero-shot(0.2273)
C:\Users\ajayp\Downloads\22- Data Classes.mp4,Chart / Data,zero-shot(0.2275)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\7- Classes\22- Data Classes.mp4,Chart / Data,zero-shot(0.2275)
C:\Users\ajayp\Downloads\BMAT205L-CAT-2-A1-2023-2024.pdf,Other,zero-shot(0.2276)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\3- Control Flow\11- Iterables.mp4,Other,zero-shot(0.2281)
C:\Users\ajayp\Downloads\node-v22.19.0-x64.msi,Code / Terminal,zero-shot(0.2284)
C:\Users\ajayp\Downloads\Expense Tracker\.git\info\exclude,Other,zero-shot(0.2284)
C:\Users\ajayp\Downloads\11- Command Query Separation Principle (1).mp4,Code / Terminal,zero-shot(0.2286)
C:\Users\ajayp\Downloads\25BCE2065_VL2025260501587_CS1.pdf,Code / Terminal,zero-shot(0.2288)
C:\Users\ajayp\Downloads\BAPHY105_2025-12-08_00-09-32.zip,Other,zero-shot(0.2308)
C:\Users\ajayp\Downloads\app (1).py,UI / Design,zero-shot(0.232)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\1- Getting Started\5- Your First Python Program.mp4,Code / Terminal,zero-shot(0.2321)
C:\Users\ajayp\Downloads\VL2600282857.pdf,ID / Sensitive,zero-shot(0.2322)
C:\Users\ajayp\Downloads\Expense Tracker\.git\hooks\pre-merge-commit.sample,Code / Terminal,zero-shot(0.2326)
C:\Users\ajayp\Downloads\wallapaper\diana-parkhouse-5RY9GtjPXZM-unsplash.jpg,Other,zero-shot(0.2328)
C:\Users\ajayp\Downloads\BMAT205L-CAT-1-A1-2023-2024.pdf,Other,zero-shot(0.2329)
C:\Users\ajayp\Downloads\11- Command Query Separation Principle.mp4,Code / Terminal,zero-shot(0.2331)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\11- Popular Python Packages\11- Command Query Separation Principle.mp4,Code / Terminal,zero-shot(0.2331)
"C:\Users\ajayp\Downloads\Lab3-SQL joins,views,subqueries.pptx",Code / Terminal,zero-shot(0.2332)
C:\Users\ajayp\Downloads\WhatsApp Image 2026-06-27 at 8.05.35 PM.jpeg,Photo,zero-shot(0.2334)
C:\Users\ajayp\Downloads\VL2025260501587_CS1.pdf,Code / Terminal,zero-shot(0.2346)
C:\Users\ajayp\Downloads\os_asseinment.pdf,Code / Terminal,zero-shot(0.2348)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\12- Building Web Applications with Django\5- Models.mp4,Other,zero-shot(0.235)
C:\Users\ajayp\Downloads\BoilerplateHub-code-snippet (1).png,Code / Terminal,zero-shot(0.2351)
C:\Users\ajayp\Downloads\app.py,Other,zero-shot(0.2357)
C:\Users\ajayp\Downloads\Expense Tracker\app.py,Other,zero-shot(0.2357)
C:\Users\ajayp\Downloads\Doc1.pdf,Document / Article,zero-shot(0.2359)
C:\Users\ajayp\Downloads\Data+Structures+and+Algorithms+Bootcamp+in+Python+slides+Remaster.pdf,Code / Terminal,zero-shot(0.2362)
C:\Users\ajayp\Downloads\index_2.html,Other,zero-shot(0.2368)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\5- Data Structures\1- Lists.mp4,Other,zero-shot(0.2371)
